id,title,genre,budget,revenue,production_companies,united_states,english,title_change,popularity,vote_average,vote_count,month,year,runtime,successful
256,All the King's Men,Drama,55000000,9450897,5,Yes,Yes,No,7.768223,5.7,95,9,2006,125,0
257,Captain Corelli's Mandolin,Drama,57000000,62112895,2,Yes,Yes,No,9.061866,5.5,145,8,2001,131,0
258,The Incredible Hulk,Action,150000000,163712074,4,Yes,Yes,No,62.898336,6.1,3021,6,2008,114,0
259,Iron Man,Action,140000000,585174222,1,Yes,Yes,No,120.725053,7.4,8776,4,2008,126,1
260,The Forbidden Kingdom,Action,55000000,127906624,4,Yes,Yes,No,17.097041,6.3,461,4,2008,104,1
261,The Mummy Returns,Action,98000000,433013274,3,Yes,Yes,No,41.862983,6,2206,4,2001,130,1
262,The Mummy: Tomb of the Dragon Emperor,Action,145000000,401128639,5,Yes,Yes,No,60.034162,5.2,1387,7,2008,112,1
263,Captain America: The First Avenger,Action,140000000,370569774,1,Yes,Yes,No,74.506246,6.6,7047,7,2011,124,1
264,Fahrenheit 9/11,Documentary,6000000,119114517,2,Yes,Yes,No,16.20985,6.8,397,6,2004,122,1
265,An Inconvenient Truth,Documentary,1000000,46243000,3,Yes,Yes,No,14.139004,6.7,251,1,2006,100,1
266,Stuck on You,Comedy,55000000,33828318,2,Yes,Yes,No,8.802525,5.1,188,12,2003,118,0
267,The Rules of Attraction,Drama,4000000,0,1,Yes,Yes,No,11.387335,6.3,168,10,2002,110,0
268,Phone Booth,Drama,13000000,97837138,1,Yes,Yes,No,38.018085,6.7,1062,9,2002,81,1
269,"You, Me and Dupree",Comedy,54000000,130431368,3,Yes,Yes,No,18.600367,5.4,407,7,2006,108,1
270,50 First Dates,Comedy,75000000,196482882,4,Yes,Yes,No,61.437586,6.6,2105,2,2004,99,1
271,Lord of War,Drama,42000000,24127895,6,Yes,Yes,No,34.828241,7,1335,9,2005,122,0
272,The Next Best Thing,Comedy,25000000,24362772,2,Yes,Yes,No,3.707511,4.3,29,3,2000,108,0
273,Rent,Drama,40000000,31670620,3,Yes,Yes,No,10.433667,6.7,155,11,2005,135,0
274,World Trade Center,Drama,63000000,162945894,4,Yes,Yes,No,24.697533,5.9,447,8,2006,128,1
275,Transformers,Action,150000000,709709780,9,Yes,Yes,No,25.468493,6.6,4040,6,2007,144,1
276,Pirates of the Caribbean: On Stranger Tides,Action,380000000,1045713802,3,Yes,Yes,No,135.413856,6.4,4948,5,2011,136,1
277,Goodbye Bafana,Drama,30000000,0,1,No,Yes,No,12.257654,7,38,2,2007,140,0
278,Marie Antoinette,Drama,40000000,60474340,6,Yes,Yes,No,22.364549,6.5,642,5,2006,123,0
279,Star Wars: Episode II - Attack of the Clones,Action,120000000,649398328,1,Yes,Yes,No,43.987061,6.4,3992,5,2002,142,1
280,Star Wars: Episode III - Revenge of the Sith,Action,113000000,850000000,1,Yes,Yes,No,44.108427,7.1,4116,5,2005,140,1
281,Traffic,Drama,48000000,207515725,5,Yes,Yes,No,25.170217,6.9,562,12,2000,147,1
282,In Good Company,Drama,0,0,1,Yes,Yes,No,15.376391,5.9,194,12,2004,109,0
283,Vanilla Sky,Drama,68000000,203388341,3,Yes,Yes,No,27.299301,6.5,1078,12,2001,136,1
284,Memoirs of a Geisha,Drama,85000000,162242962,4,Yes,Yes,No,16.595874,7.3,652,12,2005,145,0
285,The Beach,Drama,40000000,144056873,1,Yes,Yes,No,41.362082,6.3,1233,2,2000,119,1
286,The Sea Inside,Drama,12806000,38535221,11,No,No,Yes,17.363739,7.2,219,9,2004,125,1
287,Sweet November,Drama,40000000,65754228,2,Yes,Yes,No,19.372805,6.4,278,2,2001,119,0
288,Hulk,Action,137000000,245360480,4,Yes,Yes,No,34.981698,5.3,1533,6,2003,138,0
289,The Amazing Spider-Man,Action,215000000,752215857,3,Yes,Yes,No,89.866276,6.5,6586,6,2012,136,1
290,Stomp the Yard,Drama,13000000,75511123,1,Yes,Yes,No,6.92205,6.1,88,5,2007,114,1
291,The Others,Drama,0,0,7,Yes,Yes,No,25.881355,7.4,1660,8,2001,101,0
292,An Unfinished Life,Drama,30000000,18618284,7,Yes,Yes,No,6.353971,6.7,161,9,2005,108,0
293,Crank,Action,12000000,42931041,4,Yes,Yes,No,47.992817,6.6,1151,8,2006,88,1
294,Zodiac,Drama,65000000,84785914,3,Yes,Yes,No,51.970905,7.3,2023,3,2007,157,0
295,Lucky You,Drama,0,5761917,5,Yes,Yes,No,6.162872,5.4,81,5,2007,124,1
296,Manderlay,Drama,14200000,674918,21,No,Yes,No,7.05145,6.9,78,5,2005,139,0
297,The Butterfly Effect,Thriller,13000000,96060858,5,Yes,Yes,No,73.307513,7.3,2060,1,2004,113,1
298,Gerry,Drama,3500000,0,3,Yes,Yes,No,5.038953,6.2,68,1,2002,103,0
299,Enough,Drama,38000000,51801187,1,Yes,Yes,No,11.500783,6.2,264,5,2002,114,0
300,8 Women,Comedy,8000000,0,6,No,No,Yes,8.204829,6.9,196,1,2002,111,0
301,My Name Is Bruce,Comedy,1500000,173066,2,Yes,Yes,No,7.5591,5.9,107,10,2007,86,0
302,Alexander,Action,155000000,167298192,8,Yes,Yes,No,39.019229,5.6,927,11,2004,175,0
303,Bandidas,Action,35000000,10496317,6,Yes,Yes,No,20.27704,5.8,307,1,2006,93,0
304,The Grudge,Thriller,10000000,183474602,5,Yes,Yes,No,35.695442,5.8,865,10,2004,92,1
305,The Grudge 2,Thriller,20000000,39143839,3,Yes,Yes,No,13.906944,5.2,283,10,2006,102,0
306,Fantastic 4: Rise of the Silver Surfer,Action,130000000,289047763,7,Yes,Yes,Yes,60.810723,5.4,2589,6,2007,92,1
307,The Constant Gardener,Drama,25000000,82466670,7,Yes,Yes,No,20.679652,6.8,417,8,2005,129,1
308,A Mighty Heart,Drama,16000000,18928871,3,Yes,Yes,No,9.717392,6.7,95,1,2007,100,0
309,My Blueberry Nights,Drama,10000000,21786738,4,No,Yes,No,10.733761,6,190,5,2007,111,1
310,Lara Croft: Tomb Raider,Action,115000000,274703340,7,Yes,Yes,No,41.498631,5.7,2192,6,2001,100,1
311,Lara Croft Tomb Raider: The Cradle of Life,Action,95000000,156505388,7,Yes,Yes,No,56.811056,5.5,1418,7,2003,117,0
312,Two Brothers,Drama,74500000,62172050,5,No,Yes,Yes,8.884318,6.9,180,4,2004,109,0
313,In the Bedroom,Drama,1700000,0,2,Yes,Yes,No,6.979638,6.4,89,11,2001,130,0
314,We Own the Night,Drama,21000000,54926886,3,Yes,Yes,No,14.518708,6.5,323,5,2007,117,1
315,The Promise,Action,0,0,0,No,Yes,Yes,3.866026,5,29,12,2005,98,0
316,"4 Months, 3 Weeks and 2 Days",Drama,852510,1185783,7,No,No,Yes,9.270133,7.3,156,8,2007,113,0
317,Persepolis,Animation,7300000,0,14,Yes,Yes,No,24.281951,7.7,450,5,2007,95,0
318,The Diving Bell and the Butterfly,Drama,14000000,19777647,8,Yes,No,Yes,13.65494,7.4,283,5,2007,112,0
319,The Wedding Planner,Comedy,35000000,94728529,6,Yes,Yes,No,14.949395,5.5,427,1,2001,103,1
320,Mr. Deeds,Comedy,50000000,171269535,4,Yes,Yes,No,18.121404,5.6,644,6,2002,96,1
321,Hidalgo,Adventure,100000000,108103450,3,Yes,Yes,No,16.759252,6.5,318,3,2004,136,0
322,The Patriot,Action,110000000,215294342,4,Yes,Yes,No,23.657284,6.8,1099,6,2000,165,0
323,Hostage,Drama,52000000,77944725,7,Yes,Yes,No,23.663713,6.2,512,3,2005,113,0
324,Training Day,Action,45000000,104876233,5,Yes,Yes,No,52.081131,7.3,1634,10,2001,122,1
325,Along Came a Spider,Action,60000000,105178561,6,Yes,Yes,No,21.252797,6.1,400,4,2001,104,0
326,The Lake House,Drama,40000000,114830111,4,Yes,Yes,No,29.88736,6.5,670,6,2006,99,1
327,"I, Robot",Action,120000000,347234916,6,Yes,Yes,No,95.914473,6.7,3793,7,2004,115,1
328,Open Range,Other,22000000,68296293,4,Yes,Yes,No,19.068175,7,262,8,2003,139,1
329,The Station Agent,Drama,500000,8679814,2,Yes,Yes,No,11.578545,7.4,210,1,2003,88,1
330,Original Sin,Drama,42000000,35402320,1,Yes,Yes,No,14.831402,5.8,198,8,2001,118,0
331,National Treasure,Action,100000000,347451894,4,Yes,Yes,No,58.849256,6.4,1926,11,2004,131,1
332,Ratatouille,Animation,150000000,623722818,2,Yes,Yes,No,65.677399,7.5,4369,6,2007,111,1
333,Mission to Mars,Other,90000000,60874615,4,Yes,Yes,No,16.058284,5.7,369,3,2000,114,0
334,The Whole Nine Yards,Comedy,41300000,106371651,6,Yes,Yes,No,23.441135,6.2,531,2,2000,98,1
335,X-Men Origins: Wolverine,Action,150000000,373062864,8,Yes,Yes,No,5.954334,6.2,4021,4,2009,107,1
336,Birthday Girl,Comedy,13000000,0,3,Yes,Yes,No,5.831302,6.1,103,9,2001,93,0
337,Romeo Must Die,Action,25000000,91036760,2,Yes,Yes,No,19.750059,6,330,3,2000,115,1
338,The Last Castle,Action,72000000,27642707,1,Yes,Yes,No,15.433244,7,285,10,2001,131,0
339,Wasabi,Action,15300000,0,5,No,No,No,18.20957,6.2,283,10,2001,94,0
340,Final Fantasy: The Spirits Within,Animation,137000000,85131830,3,Yes,Yes,No,26.074908,5.9,433,7,2001,106,0
341,Out of Time,Drama,50000000,55495563,3,Yes,Yes,No,14.993459,6.1,298,10,2003,105,0
342,The Whole Ten Yards,Comedy,40000000,26155781,6,Yes,Yes,No,14.729386,5.5,278,4,2004,98,0
343,"Me, Myself & Irene",Comedy,51000000,149270999,2,Yes,Yes,No,39.001682,6.1,927,6,2000,116,1
344,The Perfect Storm,Drama,120000000,325756637,3,Yes,Yes,No,25.752118,6.2,597,3,2000,130,1
345,The Time Machine,Action,80000000,123729176,2,Yes,Yes,No,25.978555,5.8,631,3,2002,96,0
346,Kiss of the Dragon,Action,25000000,64437847,6,Yes,Yes,No,16.936576,6.4,298,7,2001,98,1
347,Reindeer Games,Thriller,42000000,32168970,2,Yes,Yes,No,11.470135,5.4,173,2,2000,124,0
348,The Glass House,Drama,30000000,23619609,1,Yes,Yes,No,9.448517,5.4,201,9,2001,106,0
349,Big Trouble,Action,40000000,8493890,1,Yes,Yes,No,5.201688,6.3,80,4,2002,85,0
350,Death at a Funeral,Drama,9000000,46,6,No,Yes,No,20.410354,6.9,497,2,2007,90,0
351,16 Blocks,Action,55000000,65664721,8,Yes,Yes,No,32.31022,6.2,661,3,2006,105,0
352,Unfaithful,Drama,50000000,119137784,4,Yes,Yes,No,14.382253,6.3,276,5,2002,124,1
353,Eastern Promises,Thriller,51500000,55112356,9,Yes,Yes,No,35.481169,7.2,848,9,2007,100,0
354,Valkyrie,Drama,75000000,200276000,4,Yes,Yes,No,38.832842,6.7,1173,12,2008,121,1
355,"Paris, je t'aime",Drama,13000000,4857367,3,No,Yes,No,10.573191,6.8,207,5,2006,120,0
356,The Golden Compass,Fantasy,180000000,372234864,4,Yes,Yes,No,42.990906,5.8,1303,12,2007,113,1
357,Stardust,Fantasy,70000000,135560026,5,Yes,Yes,No,48.032734,7.1,1184,8,2007,127,0
358,Rize,Documentary,0,0,4,Yes,Yes,No,1.623769,5.9,13,1,2005,86,0
359,Closer,Drama,27000000,115505027,1,Yes,Yes,No,22.636908,6.7,811,12,2004,104,1
360,Cold Mountain,Drama,79000000,173013509,5,Yes,Yes,No,24.598479,6.7,533,12,2003,154,1
361,Jay and Silent Bob Strike Back,Comedy,22000000,33788161,3,Yes,Yes,No,21.865021,6.4,480,8,2001,104,0
362,Clerks II,Comedy,5000000,26888376,2,Yes,Yes,No,18.077963,6.9,398,5,2006,97,1
363,Inkheart,Fantasy,60000000,57490374,2,Yes,Yes,No,27.018886,6,592,12,2008,106,0
364,Beowulf,Animation,70000000,195735876,4,Yes,Yes,No,35.601665,5.5,841,11,2007,115,1
365,In the Name of the King: A Dungeon Siege Tale,Action,60000000,0,3,Yes,Yes,No,15.406173,4.1,224,11,2007,127,0
366,Reign Over Me,Drama,20000000,22222308,5,Yes,Yes,No,20.82778,7.1,334,3,2007,124,0
367,Sicko,Documentary,9000000,24538513,1,Yes,Yes,No,14.098952,7.3,235,5,2007,123,1
368,Asterix at the Olympic Games,Comedy,97250400,132900000,12,No,No,Yes,20.344364,5,471,1,2008,116,0
369,The Nativity Story,Drama,35000000,0,3,Yes,Yes,No,3.721272,6.4,35,12,2006,101,0
370,The Chronicles of Narnia: Prince Caspian,Fantasy,225000000,419651413,7,Yes,Yes,No,53.978602,6.3,1630,5,2008,150,0
371,Eragon,Action,100000000,249288105,7,Yes,Yes,No,30.863434,4.9,967,12,2006,104,1
372,The Bourne Identity,Action,60000000,214034224,5,Yes,Yes,No,86.476817,7.3,3583,6,2002,119,1
373,The Bourne Supremacy,Action,75000000,288500217,5,Yes,Yes,No,53.213931,7.2,2825,7,2004,108,1
374,The Bourne Ultimatum,Action,70000000,442824138,5,Yes,Yes,No,45.381501,7.3,2888,8,2007,115,1
375,Spanglish,Comedy,80000000,55041367,2,Yes,Yes,No,14.209329,5.8,369,12,2004,130,0
376,The Aviator,Drama,116000000,102000000,8,Yes,Yes,No,45.616098,7,1489,12,2004,170,0
377,The Tailor of Panama,Drama,21000000,28008462,2,Yes,Yes,No,7.047975,6.2,92,2,2001,109,0
378,Code 46,Drama,7500000,0,1,No,Yes,No,8.859657,6.2,116,9,2003,92,0
379,Shopgirl,Drama,10284523,11588205,4,Yes,Yes,No,4.820166,5.7,75,10,2005,104,0
380,Return to Me,Drama,24000000,36609995,2,Yes,Yes,No,5.771479,6.1,67,4,2000,115,0
381,The Mothman Prophecies,Drama,32000000,55157539,1,Yes,Yes,No,14.733513,6.1,305,1,2002,119,0
382,Two Weeks Notice,Comedy,60000000,93354918,4,Yes,Yes,No,24.153567,5.9,487,12,2002,101,0
383,Hard Candy,Drama,950000,7022209,1,Yes,Yes,No,25.918007,6.8,701,1,2005,103,1
384,What Lies Beneath,Drama,100000000,155464351,3,Yes,Yes,No,15.835672,6.3,488,7,2000,130,0
385,House of 1000 Corpses,Horror,7000000,16829545,2,Yes,Yes,No,19.301432,6,306,4,2003,89,1
386,Signs,Drama,72000000,408247917,3,Yes,Yes,No,28.848187,6.4,1599,8,2002,106,1
387,Evan Almighty,Comedy,175000000,173000000,7,Yes,Yes,No,27.082182,5.3,1151,6,2007,96,0
388,15 Minutes,Action,60000000,56359980,4,Yes,Yes,No,15.205371,5.7,191,3,2001,120,0
389,40 Days and 40 Nights,Comedy,17000000,0,3,Yes,Yes,No,14.18136,5.2,297,3,2002,94,0
390,About Schmidt,Drama,30000000,105834556,2,Yes,Yes,No,19.925026,6.7,362,12,2002,125,1
391,Adaptation.,Drama,19000000,32801173,6,Yes,Yes,No,26.441669,7.3,638,12,2002,114,0
392,American Pie 2,Comedy,30000000,287553595,3,Yes,Yes,No,36.432598,6,1344,8,2001,108,1
393,American Splendor,Drama,0,6003587,0,Yes,Yes,No,7.792851,7.1,120,8,2003,101,1
394,The Curse of the Jade Scorpion,Comedy,0,0,2,Yes,Yes,No,9.317265,6.5,165,8,2001,103,0
395,Pitch Black,Action,23000000,53187659,1,Yes,Yes,No,18.493202,6.7,1789,2,2000,108,1
396,The Chronicles of Riddick,Action,105000000,115772733,2,Yes,Yes,No,27.835436,6.3,1570,6,2004,119,0
397,My Boss's Daughter,Comedy,14000000,0,1,Yes,Yes,No,14.813614,4.4,180,8,2003,83,0
398,Identity,Thriller,30000000,90259536,2,Yes,Yes,No,45.915165,7.1,1061,4,2003,90,1
399,A Very Long Engagement,Drama,47000000,0,10,No,No,Yes,23.05451,7.1,346,10,2004,133,0
400,License to Wed,Comedy,35000000,69307224,6,Yes,Yes,No,14.503568,5.2,253,7,2007,91,0
401,Hairspray,Comedy,50000000,90450008,4,Yes,Yes,No,31.160542,6.5,709,7,2007,117,0
402,Becoming Jane,Drama,16500000,37311672,3,Yes,Yes,No,18.236284,6.9,317,3,2007,120,1
403,1408,Thriller,25000000,94679598,3,Yes,Yes,No,35.169779,6.5,1343,7,2007,104,1
404,Night Watch,Action,4200000,32000000,4,No,No,Yes,12.540624,6.3,210,6,2004,114,1
405,Basic Instinct 2,Thriller,70000000,38629478,4,Yes,Yes,No,13.483387,4.6,180,3,2006,114,0
406,Gangs of New York,Drama,100000000,193772504,3,Yes,Yes,No,46.160048,7.1,1910,12,2002,167,0
407,Bad Company,Action,70000000,65977295,3,Yes,Yes,No,14.086292,5.4,228,6,2002,116,0
408,Bandits,Action,75000000,67631903,7,Yes,Yes,No,24.353302,6.2,302,10,2001,123,0
409,"Good Night, and Good Luck.",Drama,7000000,54600000,7,Yes,Yes,No,17.717681,6.8,273,9,2005,93,1
410,Dirty Pretty Things,Drama,0,0,4,No,Yes,No,9.177896,6.8,131,9,2002,97,0
411,88 Minutes,Thriller,30000000,16930884,3,Yes,Yes,No,16.883429,5.7,313,2,2007,108,0
412,A Scanner Darkly,Animation,8700000,7659918,4,Yes,Yes,No,26.093043,6.8,532,5,2006,100,0
413,U-571,Action,62000000,127666415,3,Yes,Yes,No,18.096884,6.1,340,4,2000,116,1
414,Changeling,Drama,55000000,113020255,3,Yes,Yes,No,27.50916,7.3,1131,1,2008,141,1
415,The Number 23,Drama,30000000,77566815,3,Yes,Yes,No,23.197408,6.3,1018,2,2007,101,1
416,Girl with a Pearl Earring,Drama,0,31466789,3,No,Yes,No,19.944479,6.4,377,8,2003,101,1
417,No Reservations,Comedy,28000000,92601050,5,Yes,Yes,No,15.794946,6.1,327,7,2007,104,1
418,Flags of Our Fathers,Drama,90000000,65900249,4,Yes,Yes,No,23.9366,6.7,526,10,2006,132,0
419,Things We Lost in the Fire,Drama,16000000,2849142,4,Yes,Yes,No,8.842869,6.7,90,9,2007,113,0
420,I'm Not There.,Drama,20000000,4001121,9,Yes,Yes,No,13.032308,6.6,195,10,2007,135,0
421,Corpse Bride,Animation,40000000,117195061,6,Yes,Yes,No,43.571612,7.2,1894,9,2005,77,1
422,What Women Want,Comedy,70000000,374111707,4,Yes,Yes,No,31.39165,6.1,992,12,2000,127,1
423,Team America: World Police,Animation,32000000,50907422,2,Yes,Yes,No,26.509175,6.6,660,10,2004,98,0
424,The Believer,Drama,1500000,416925,2,Yes,Yes,No,9.856826,6.8,151,1,2001,98,0
425,Bloody Sunday,Action,0,773228,4,No,Yes,No,7.330691,7.2,53,1,2002,107,1
426,The Transporter,Action,21000000,43928932,4,Yes,Yes,No,34.433521,6.6,1692,10,2002,92,1
427,Blow,Drama,53000000,83282296,1,Yes,Yes,No,28.350529,7.4,1317,4,2001,124,0
428,Road to Perdition,Drama,80000000,181001478,3,Yes,Yes,No,49.078546,7.3,1077,7,2002,117,1
429,Revolutionary Road,Drama,35000000,75225693,6,Yes,Yes,No,20.360549,6.7,796,12,2008,119,1
430,Trade,Drama,12000000,0,1,Yes,Yes,No,11.237374,6.8,67,1,2007,120,0
431,Scream 3,Horror,40000000,161834276,3,Yes,Yes,No,24.992057,5.7,736,2,2000,116,1
432,The Kid,Comedy,65000000,69700000,1,Yes,Yes,No,18.281798,6,238,7,2000,104,0
433,Scary Movie 2,Comedy,45000000,141220678,4,Yes,Yes,No,35.376971,5.4,982,7,2001,83,1
434,Veer-Zaara,Drama,7000000,29385320,1,No,No,No,3.721858,7.4,64,11,2004,192,1
435,Scary Movie 3,Comedy,48000000,220673217,2,Yes,Yes,No,36.585509,5.8,912,10,2003,84,1
436,Scary Movie 4,Comedy,45000000,178262620,1,Yes,Yes,No,32.549282,5.3,750,4,2006,83,1
437,Scary Movie 5,Comedy,20000000,78378744,1,Yes,Yes,No,36.819044,4.6,793,4,2013,86,1
438,Charlie's Angels,Action,92000000,264105545,1,Yes,Yes,No,40.20395,5.6,1232,11,2000,98,1
439,Atonement,Drama,30000000,129266061,4,Yes,Yes,No,33.369305,7.4,1049,8,2007,123,1
440,Pride & Prejudice,Drama,28000000,121147947,5,Yes,Yes,No,36.58383,7.7,1358,9,2005,135,1
441,The Kingdom,Action,70000000,86658558,5,Yes,Yes,No,26.123705,6.5,513,8,2007,110,0
442,Monster-in-Law,Comedy,43000000,154749918,4,Yes,Yes,No,10.411996,5.6,406,5,2005,101,1
443,Shall We Dance?,Drama,50000000,170128460,1,Yes,Yes,No,14.231899,5.9,297,10,2004,107,1
444,The Brothers Grimm,Action,88000000,105316267,8,Yes,Yes,No,40.138009,5.6,818,8,2005,118,0
445,Seabiscuit,Drama,87000000,148336445,5,Yes,Yes,No,14.824166,6.7,216,7,2003,141,0
446,My Super Ex-Girlfriend,Action,0,60896147,4,Yes,Yes,No,20.252143,4.8,442,6,2006,95,1
447,The Assassination of Jesse James by the Coward Robert Ford,Action,30000000,14711793,6,Yes,Yes,No,35.53352,7,776,9,2007,160,0
448,30 Days of Night,Thriller,30000000,75505973,4,Yes,Yes,No,33.394082,6.2,767,10,2007,113,1
449,Lions for Lambs,Action,35000000,63215872,6,Yes,Yes,No,9.789027,6,216,10,2007,92,0
450,Elizabeth: The Golden Age,Drama,55000000,74237563,3,No,Yes,No,15.274137,6.6,303,9,2007,114,0
451,Enchanted,Comedy,85000000,340487652,4,Yes,Yes,No,29.21998,6.6,1449,11,2007,107,1
452,Panic Room,Drama,48000000,196397415,2,Yes,Yes,No,53.043124,6.5,1267,3,2002,111,1
453,Sympathy for Lady Vengeance,Drama,0,23803308,7,No,Yes,Yes,17.074843,7.4,356,7,2005,115,1
454,Be Cool,Comedy,53000000,95226116,4,Yes,Yes,No,18.61472,5.4,292,3,2005,118,0
455,The Machinist,Drama,5000000,8203235,5,Yes,Yes,No,35.252056,7.3,1247,2,2004,101,0
456,Michael Clayton,Drama,25000000,92991835,3,Yes,Yes,No,18.961323,6.5,501,9,2007,119,1
457,Armored,Action,20000000,22942221,4,Yes,Yes,No,15.21229,5.5,208,12,2009,88,0
458,Raising Helen,Drama,50000000,49718611,3,Yes,Yes,No,13.298205,5.9,189,5,2004,119,0
459,The Sum of All Fears,Action,68000000,193000000,5,Yes,Yes,No,22.392544,5.9,437,5,2002,124,1
460,Hot Fuzz,Action,12000000,80573774,5,No,Yes,No,38.623178,7.4,2199,2,2007,121,1
461,Jindabyne,Drama,0,0,7,No,Yes,No,8.950864,5.7,25,7,2006,123,0
462,Across the Universe,Drama,0,0,2,Yes,Yes,No,11.872841,7.1,410,9,2007,133,0
463,Southland Tales,Action,17000000,374743,9,Yes,Yes,No,9.349386,5.2,153,5,2006,144,0
464,Layer Cake,Drama,6500000,11850214,2,No,Yes,No,24.0034,7,559,9,2004,105,0
465,The Invasion,Thriller,80000000,15071514,4,Yes,Yes,No,15.673154,5.7,359,8,2007,99,0
466,Dark Blue,Action,15000000,9237470,6,Yes,Yes,No,6.373316,6.5,85,12,2002,118,0
467,Confessions of a Dangerous Mind,Drama,30000000,33013805,3,Yes,Yes,No,18.165957,6.6,275,12,2002,113,0
468,The Curious Case of Benjamin Button,Drama,150000000,333932083,3,Yes,Yes,No,60.269279,7.3,3292,11,2008,166,1
469,Howl's Moving Castle,Animation,24000000,234710455,5,No,No,Yes,49.549984,8.2,1991,11,2004,119,1
470,Leatherheads,Drama,58000000,41299492,4,Yes,Yes,No,7.739276,5.7,130,3,2008,114,0
471,Burn After Reading,Drama,37000000,163720069,5,Yes,Yes,No,31.941347,6.5,1222,9,2008,96,1
472,Be Kind Rewind,Drama,0,0,3,Yes,Yes,No,17.662683,6.2,424,1,2008,102,0
473,The Legend of Bagger Vance,Drama,80000000,39459427,5,Yes,Yes,No,16.848899,6.3,251,11,2000,126,0
474,The International,Drama,50000000,60161391,4,Yes,Yes,No,13.391833,6,368,2,2009,118,0
475,"Synecdoche, New York",Drama,21000000,0,1,Yes,Yes,No,12.761176,7.4,278,10,2008,124,0
476,Knocked Up,Drama,30000000,219076518,2,Yes,Yes,No,22.527211,6.2,1214,6,2007,129,1
477,Impostor,Action,40000000,0,4,Yes,Yes,No,9.579975,6.1,135,12,2001,102,0
478,Keeping the Faith,Comedy,30000000,37036004,3,Yes,Yes,No,8.085872,5.9,159,4,2000,127,0
479,Gothika,Thriller,40000000,141591324,3,Yes,Yes,No,27.303608,5.8,629,11,2003,98,1
480,American Gangster,Drama,100000000,266465037,5,Yes,Yes,No,42.361215,7.4,1502,11,2007,157,1
481,Wonderland,Drama,5000000,2466444,1,Yes,Yes,No,7.79068,6.2,73,10,2003,104,0
482,Vicky Cristina Barcelona,Drama,15000000,96408652,6,Yes,Yes,No,32.758254,6.7,1020,8,2008,96,1
483,Severance,Comedy,0,0,6,No,Yes,No,12.898984,6.4,169,5,2006,96,0
484,August Rush,Drama,25000000,66122026,3,Yes,Yes,No,29.533437,7.1,797,11,2007,114,1
485,Rendition,Drama,27500000,24748670,3,Yes,Yes,No,12.741073,6.2,205,9,2007,120,0
486,Martian Child,Drama,0,0,1,Yes,Yes,No,5.737161,6.8,79,11,2007,106,0
487,Sky Captain and the World of Tomorrow,Action,70000000,57958696,6,Yes,Yes,No,24.664776,5.7,439,9,2004,107,0
488,The Astronaut Farmer,Drama,13000000,11130889,1,Yes,Yes,No,6.764437,6.2,123,10,2006,104,0
489,Rush Hour 3,Action,140000000,258022233,1,Yes,Yes,No,22.57178,6.1,783,8,2007,91,0
490,Rush Hour 2,Action,90000000,347325802,1,Yes,Yes,No,35.814765,6.4,1054,8,2001,90,1
491,3:10 to Yuma,Other,55000000,70016220,4,Yes,Yes,No,48.801089,6.9,1188,9,2007,122,0
492,The Good Heart,Drama,3800000,0,1,Yes,Yes,No,2.201678,6,21,9,2009,95,0
493,Kiss Kiss Bang Bang,Action,15000000,15785148,2,Yes,Yes,No,32.690038,7.2,886,9,2005,103,0
494,The Polar Express,Animation,165000000,305875730,3,Yes,Yes,No,47.323228,6.4,1474,11,2004,100,0
495,Gosford Park,Drama,19800000,87754044,1,Yes,Yes,No,11.693272,6.8,246,11,2001,137,1
496,The Hunting Party,Action,0,0,1,Yes,Yes,No,8.048305,6.6,96,9,2007,101,0
497,Happily N'Ever After,Animation,47000000,38085778,4,Yes,Yes,No,10.410933,4.6,104,9,2006,75,0
498,Battlefield Earth,Action,44000000,21400000,5,Yes,Yes,No,7.89147,3,255,5,2000,118,0
499,George and the Dragon,Adventure,32000000,0,3,Yes,Yes,No,4.120549,5,13,3,2004,93,0
500,The Ladykillers,Comedy,0,0,3,Yes,Yes,No,23.666229,6,415,3,2004,104,0
